Gene,ep_locus,Enhancer_or_Promoter,Chromatin_domain,Tissue_specificity
fln-2,chrX:9406366:9406516,putative_enhancer,.,Germline_Muscle_Hypod_Intest
fln-2,chrX:9409184:9409334,putative_enhancer,.,Hypod
fln-2,chrX:9409858:9410008,putative_enhancer,.,Low
fln-2,chrX:9410235:9410385,putative_enhancer,.,Unclassified
fln-2,chrX:9410898:9411048,putative_enhancer,.,Unclassified
fln-2,chrX:9411800:9411950,putative_enhancer,.,Muscle
fln-2,chrX:9412844:9412994,putative_enhancer,.,Unclassified
fln-2,chrX:9413898:9414048,putative_enhancer,.,Hypod
fln-2,chrX:9414246:9414396,putative_enhancer,.,Unclassified
fln-2,chrX:9415051:9415201,putative_enhancer,.,Hypod_Intest
fln-2,chrX:9415871:9416021,putative_enhancer,.,Unclassified
B0272.4,chrX:9428179:9428329,coding_promoter,.,Hypod_Intest
B0272.3,chrX:9431165:9431315,coding_promoter,.,Muscle_Hypod_Intest
tbb-4,chrX:9435426:9435576,putative_enhancer,.,Unclassified
tbb-4,chrX:9436099:9436249,putative_enhancer,.,Low
tbb-4,chrX:9437030:9437180,coding_promoter,.,Neurons
ZK899.1,chrX:9441641:9441791,coding_promoter,.,Soma
memb-1,chrX:9441641:9441791,coding_promoter,.,Soma
ZK899.1,chrX:9442743:9442893,putative_enhancer,.,Unclassified
ZK899.1,chrX:9443882:9444032,putative_enhancer,.,Unclassified
ZK899.1,chrX:9446191:9446341,putative_enhancer,.,Muscle_Hypod_Intest
ZK899.1,chrX:9446398:9446548,coding_promoter,.,Muscle_Hypod_Intest
ZK899.7,chrX:9449444:9449594,coding_promoter,.,Neurons
ZK899.2,chrX:9452220:9452370,putative_enhancer,.,Unclassified
ZK899.3,chrX:9452697:9452847,coding_promoter,.,Intest
ZK899.2,chrX:9452697:9452847,coding_promoter,.,Intest
ZK899.3,chrX:9453148:9453298,coding_promoter,.,Unclassified
.,chrX:9467260:9467410,putative_enhancer,.,Unclassified
.,chrX:9469125:9469275,putative_enhancer,.,Unclassified
gap-2,chrX:9477661:9477811,putative_enhancer,.,Unclassified
gap-2,chrX:9479162:9479312,coding_promoter,.,Hypod_Intest
gap-2,chrX:9483855:9484005,putative_enhancer,.,Low
gap-2,chrX:9484737:9484887,putative_enhancer,.,Low
gap-2,chrX:9489692:9489842,putative_enhancer,.,Muscle_Hypod
gap-2,chrX:9490342:9490492,coding_promoter,.,Muscle
gap-2,chrX:9490528:9490678,coding_promoter,.,Unclassified
gap-2,chrX:9491557:9491707,putative_enhancer,.,Hypod
gap-2,chrX:9493763:9493913,putative_enhancer,.,Low
gap-2,chrX:9494840:9494990,putative_enhancer,.,Unclassified
gap-2,chrX:9495207:9495357,coding_promoter,.,Hypod_Intest
gap-2,chrX:9495643:9495793,putative_enhancer,.,Unclassified
gap-2,chrX:9497158:9497308,putative_enhancer,.,Intest
gap-2,chrX:9497492:9497642,putative_enhancer,.,Intest
gap-2,chrX:9499525:9499675,coding_promoter,.,Muscle
gap-2,chrX:9500009:9500159,putative_enhancer,.,Muscle
gap-2,chrX:9501948:9502098,coding_promoter,.,Unclassified
gap-2,chrX:9502190:9502340,putative_enhancer,.,Hypod
gap-2,chrX:9504216:9504366,putative_enhancer,.,Unclassified
gap-2,chrX:9504999:9505149,putative_enhancer,.,Unclassified
gap-2,chrX:9505549:9505699,putative_enhancer,.,Unclassified
gap-2,chrX:9506134:9506284,putative_enhancer,.,Unclassified
gap-2,chrX:9506451:9506601,putative_enhancer,.,Unclassified
gap-2,chrX:9508250:9508400,putative_enhancer,.,Unclassified
gap-2,chrX:9508583:9508733,putative_enhancer,.,Hypod
gap-2,chrX:9509039:9509189,putative_enhancer,.,Unclassified
gap-2,chrX:9510063:9510213,putative_enhancer,.,Unclassified
gap-2,chrX:9512071:9512221,putative_enhancer,.,Hypod
.,chrX:9517694:9517844,putative_enhancer,.,Hypod
C07B5.6,chrX:9518737:9518887,coding_promoter,.,Low
C07B5.4,chrX:9528145:9528295,coding_promoter,.,Hypod
C07B5.4,chrX:9529362:9529512,putative_enhancer,.,Hypod
C07B5.4,chrX:9531783:9531933,coding_promoter,.,Intest
C07B5.4,chrX:9535786:9535936,putative_enhancer,.,Hypod
C07B5.4,chrX:9536115:9536265,putative_enhancer,.,Hypod
C07B5.4,chrX:9536369:9536519,putative_enhancer,.,Hypod
nuc-1,chrX:9537702:9537852,coding_promoter,.,Hypod_Intest
C07B5.8,chrX:9537702:9537852,coding_promoter,.,Hypod_Intest
nuc-1,chrX:9539393:9539543,putative_enhancer,.,Unclassified
nuc-1,chrX:9539549:9539699,putative_enhancer,.,Unclassified
nuc-1,chrX:9539777:9539927,coding_promoter,.,Intest
nuc-1,chrX:9540089:9540239,putative_enhancer,.,Unclassified
nuc-1,chrX:9540564:9540714,putative_enhancer,.,Intest
F49E2.5,chrX:9543085:9543235,coding_promoter,.,Muscle_Hypod
F49E2.5,chrX:9543480:9543630,coding_promoter,.,Muscle
F49E2.5,chrX:9544452:9544602,putative_enhancer,.,Muscle_Hypod
F49E2.5,chrX:9546728:9546878,coding_promoter,.,Unclassified
F49E2.5,chrX:9547351:9547501,coding_promoter,.,Hypod
F49E2.5,chrX:9547628:9547778,putative_enhancer,.,Unclassified
F49E2.5,chrX:9548109:9548259,putative_enhancer,.,Muscle_Hypod
F49E2.5,chrX:9549060:9549210,putative_enhancer,.,Ubiq-Biased
F49E2.5,chrX:9549795:9549945,putative_enhancer,.,Unclassified
F49E2.5,chrX:9550170:9550320,putative_enhancer,.,Unclassified
F49E2.5,chrX:9550369:9550519,putative_enhancer,.,Ubiq
F49E2.5,chrX:9550675:9550825,putative_enhancer,.,Ubiq-Biased
F49E2.5,chrX:9551214:9551364,putative_enhancer,.,Soma
F49E2.5,chrX:9552027:9552177,putative_enhancer,.,Ubiq-Biased
F49E2.5,chrX:9552531:9552681,coding_promoter,.,Soma
F49E2.5,chrX:9554353:9554503,putative_enhancer,.,Muscle
F49E2.5,chrX:9555428:9555578,putative_enhancer,.,Ubiq-Biased
F49E2.5,chrX:9559822:9559972,putative_enhancer,.,Unclassified
F49E2.1,chrX:9564061:9564211,putative_enhancer,.,Muscle
F49E2.1,chrX:9566139:9566289,coding_promoter,.,Muscle
F49E2.2,chrX:9567490:9567640,putative_enhancer,.,Muscle
F49E2.2,chrX:9568747:9568897,coding_promoter,.,Intest
F49E2.2,chrX:9569234:9569384,coding_promoter,.,Unclassified
F49E2.2,chrX:9572497:9572647,putative_enhancer,.,Intest
.,chrX:9582950:9583100,putative_enhancer,.,Hypod
gpx-5,chrX:9584486:9584636,coding_promoter,.,Hypod
gpx-5,chrX:9585729:9585879,putative_enhancer,.,Hypod
gpx-3,chrX:9587821:9587971,coding_promoter,.,Unclassified
del-8,chrX:9591472:9591622,putative_enhancer,.,Unclassified
.,chrX:9598571:9598721,putative_enhancer,.,Muscle_Hypod
.,chrX:9599234:9599384,putative_enhancer,.,Muscle
.,chrX:9599717:9599867,putative_enhancer,.,Unclassified
.,chrX:9600237:9600387,putative_enhancer,.,Neurons
.,chrX:9601197:9601347,putative_enhancer,.,Neurons
.,chrX:9601552:9601702,putative_enhancer,.,Unclassified
.,chrX:9602064:9602214,putative_enhancer,.,Unclassified
.,chrX:9602732:9602882,putative_enhancer,.,Intest
C11E4.6,chrX:9607783:9607933,coding_promoter,.,Unclassified
C11E4.6,chrX:9608260:9608410,putative_enhancer,.,Muscle_Hypod
C11E4.6,chrX:9610092:9610242,putative_enhancer,.,Neurons
C11E4.6,chrX:9611741:9611891,putative_enhancer,.,Unclassified
.,chrX:9619331:9619481,putative_enhancer,.,Unclassified
F34H10.3,chrX:9638528:9638678,putative_enhancer,.,Muscle
F34H10.3,chrX:9638912:9639062,coding_promoter,.,Unclassified
F34H10.3,chrX:9639222:9639372,coding_promoter,.,Intest
F34H10.3,chrX:9639990:9640140,putative_enhancer,.,Unclassified
F34H10.3,chrX:9641013:9641163,putative_enhancer,.,Unclassified
F34H10.3,chrX:9642818:9642968,putative_enhancer,.,Neurons_Muscle_Hypod
F34H10.3,chrX:9643192:9643342,coding_promoter,.,Hypod
.,chrX:9646714:9646864,putative_enhancer,.,Neurons
F34H10.4,chrX:9648195:9648345,coding_promoter,.,Neurons
aex-2,chrX:9655016:9655166,putative_enhancer,.,Neurons
aex-2,chrX:9656837:9656987,putative_enhancer,.,Neurons
aex-2,chrX:9658267:9658417,putative_enhancer,.,Unclassified
aex-2,chrX:9660380:9660530,putative_enhancer,.,Unclassified
aex-2,chrX:9662631:9662781,coding_promoter,.,Neurons
.,chrX:9663358:9663508,putative_enhancer,.,Unclassified
T14B1.1,chrX:9666262:9666412,putative_enhancer,.,Unclassified
T14B1.1,chrX:9666568:9666718,putative_enhancer,.,Unclassified
T14B1.1,chrX:9667616:9667766,coding_promoter,.,Hypod
T14B1.1,chrX:9668013:9668163,putative_enhancer,.,Neurons
T14B1.1,chrX:9668715:9668865,coding_promoter,.,Neurons_Muscle
T14B1.1,chrX:9669883:9670033,putative_enhancer,.,Muscle
T14B1.1,chrX:9670581:9670731,putative_enhancer,.,Muscle
T14B1.1,chrX:9670966:9671116,putative_enhancer,.,Muscle
T14B1.1,chrX:9673208:9673358,coding_promoter,.,Neurons_Intest
.,chrX:9674183:9674333,putative_enhancer,.,Low
C43C3.4,chrX:9675251:9675401,coding_promoter,.,Unclassified
ifp-1,chrX:9676143:9676293,putative_enhancer,.,Intest
ifp-1,chrX:9679617:9679767,putative_enhancer,.,Intest
ifp-1,chrX:9680421:9680571,coding_promoter,.,Intest
.,chrX:9697312:9697462,putative_enhancer,.,Unclassified
.,chrX:9697760:9697910,putative_enhancer,.,Low
dyf-7,chrX:9698488:9698638,coding_promoter,.,Low
dyf-7,chrX:9699813:9699963,putative_enhancer,.,Unclassified
dyf-7,chrX:9700177:9700327,putative_enhancer,.,Unclassified
.,chrX:9702904:9703054,putative_enhancer,.,Unclassified
F15G9.1,chrX:9704671:9704821,coding_promoter,.,Neurons
F15G9.1,chrX:9705410:9705560,coding_promoter,.,Unclassified
F15G9.1,chrX:9705701:9705851,coding_promoter,.,Neurons
F15G9.1,chrX:9706879:9707029,coding_promoter,.,Unclassified
.,chrX:9714859:9715009,putative_enhancer,.,Muscle
.,chrX:9716903:9717053,putative_enhancer,.,Muscle
him-4,chrX:9717156:9717306,coding_promoter,.,Muscle
him-4,chrX:9720034:9720184,putative_enhancer,.,Unclassified
F15G9.5,chrX:9734206:9734356,putative_enhancer,.,Unclassified
him-4,chrX:9734206:9734356,putative_enhancer,.,Unclassified
F15G9.5,chrX:9734482:9734632,putative_enhancer,.,Neurons_Muscle
him-4,chrX:9734482:9734632,putative_enhancer,.,Neurons_Muscle
F15G9.5,chrX:9735545:9735695,putative_enhancer,.,Muscle
him-4,chrX:9735545:9735695,putative_enhancer,.,Muscle
F15G9.5,chrX:9736026:9736176,putative_enhancer,.,Neurons_Muscle
him-4,chrX:9736026:9736176,putative_enhancer,.,Neurons_Muscle
F15G9.5,chrX:9736432:9736582,putative_enhancer,.,Neurons
him-4,chrX:9736432:9736582,putative_enhancer,.,Neurons
F15G9.5,chrX:9737927:9738077,coding_promoter,.,Neurons_Muscle
T09B9.1,chrX:9755990:9756140,coding_promoter,.,Hypod
T09B9.1,chrX:9756989:9757139,coding_promoter,.,Unclassified
T09B9.1,chrX:9757405:9757555,putative_enhancer,.,Unclassified
T09B9.1,chrX:9757875:9758025,putative_enhancer,.,Unclassified
slc-17.9,chrX:9764016:9764166,putative_enhancer,.,Hypod
slc-17.9,chrX:9765285:9765435,coding_promoter,.,Hypod
T09B9.4,chrX:9774404:9774554,coding_promoter,.,Ubiq
T09B9.4,chrX:9774935:9775085,coding_promoter,.,Ubiq
T09B9.5,chrX:9777649:9777799,coding_promoter,.,Neurons
T09B9.5,chrX:9780126:9780276,putative_enhancer,.,Hypod
F36G3.1,chrX:9782614:9782764,putative_enhancer,.,Intest
F36G3.1,chrX:9785942:9786092,putative_enhancer,.,Hypod
F36G3.1,chrX:9786433:9786583,putative_enhancer,.,Hypod
F36G3.1,chrX:9790156:9790306,coding_promoter,.,Unclassified
.,chrX:9791077:9791227,putative_enhancer,.,Unclassified
.,chrX:9791392:9791542,putative_enhancer,.,Hypod
F36G3.2,chrX:9792302:9792452,putative_enhancer,.,Unclassified
F36G3.2,chrX:9795038:9795188,coding_promoter,.,Neurons_Muscle_Intest
F36G3.2,chrX:9795682:9795832,coding_promoter,.,Intest
F36G3.2,chrX:9796044:9796194,coding_promoter,.,Unclassified
F36G3.3,chrX:9798670:9798820,coding_promoter,.,Neurons_Muscle
lgc-47,chrX:9804809:9804959,putative_enhancer,.,Unclassified
lgc-47,chrX:9805898:9806048,putative_enhancer,.,Neurons
lgc-47,chrX:9807499:9807649,coding_promoter,.,Neurons
lgc-47,chrX:9808018:9808168,coding_promoter,.,Neurons
dpy-22,chrX:9822029:9822179,putative_enhancer,.,Unclassified
dpy-22,chrX:9822718:9822868,coding_promoter,.,Soma
rrc-1,chrX:9828873:9829023,putative_enhancer,.,Neurons
rrc-1,chrX:9830239:9830389,putative_enhancer,.,Muscle
rrc-1,chrX:9831506:9831656,putative_enhancer,.,Muscle
rrc-1,chrX:9832095:9832245,putative_enhancer,.,Muscle
rrc-1,chrX:9832462:9832612,coding_promoter,.,Muscle
ipla-2,chrX:9836932:9837082,putative_enhancer,.,Intest
ipla-2,chrX:9838260:9838410,coding_promoter,.,Soma
ipla-2,chrX:9838724:9838874,putative_enhancer,.,Ubiq-Biased
ipla-2,chrX:9839408:9839558,putative_enhancer,.,Unclassified
ipla-2,chrX:9839620:9839770,coding_promoter,.,Muscle_Hypod
.,chrX:9841012:9841162,putative_enhancer,.,Muscle
.,chrX:9842284:9842434,putative_enhancer,.,Muscle
.,chrX:9843693:9843843,putative_enhancer,.,Muscle
vab-15,chrX:9846045:9846195,coding_promoter,.,Muscle
vab-15,chrX:9847812:9847962,putative_enhancer,.,Low
vab-15,chrX:9847964:9848114,putative_enhancer,.,Low
vab-15,chrX:9848343:9848493,putative_enhancer,.,Unclassified
lec-8,chrX:9850139:9850289,coding_promoter,.,Intest
lec-8,chrX:9850420:9850570,putative_enhancer,.,Intest
lec-7,chrX:9851910:9852060,coding_promoter,.,Intest
scav-5,chrX:9858207:9858357,coding_promoter,.,Intest
scav-5,chrX:9859729:9859879,putative_enhancer,.,Low
scav-5,chrX:9860405:9860555,putative_enhancer,.,Unclassified
scav-5,chrX:9861359:9861509,putative_enhancer,.,Germline_Muscle_Hypod_Intest
gst-36,chrX:9863023:9863173,coding_promoter,.,Unclassified
R07B1.5,chrX:9863441:9863591,coding_promoter,.,Hypod_Intest
gst-36,chrX:9863441:9863591,coding_promoter,.,Hypod_Intest
R07B1.5,chrX:9863948:9864098,putative_enhancer,.,Unclassified
glo-1,chrX:9875949:9876099,putative_enhancer,.,Unclassified
R07B1.9,chrX:9877189:9877339,coding_promoter,.,Low
R07B1.9,chrX:9878479:9878629,putative_enhancer,.,Unclassified
glo-1,chrX:9878479:9878629,putative_enhancer,.,Unclassified
R07B1.9,chrX:9879969:9880119,putative_enhancer,.,Unclassified
glo-1,chrX:9879969:9880119,putative_enhancer,.,Unclassified
glo-1,chrX:9882392:9882542,coding_promoter,.,Intest
mrp-4,chrX:9882685:9882835,coding_promoter,.,Intest
glo-1,chrX:9882685:9882835,coding_promoter,.,Intest
mrp-4,chrX:9883937:9884087,coding_promoter,.,Germline
F21G4.1,chrX:9892449:9892599,coding_promoter,.,Intest
F21G4.1,chrX:9893186:9893336,coding_promoter,.,Unclassified
phf-34,chrX:9899846:9899996,coding_promoter,.,Ubiq-Biased
F21G4.5,chrX:9905926:9906076,coding_promoter,.,Unclassified
F21G4.6,chrX:9917512:9917662,coding_promoter,.,Ubiq-Biased
ugt-23,chrX:9925051:9925201,coding_promoter,.,Intest
tsp-21,chrX:9928136:9928286,coding_promoter,.,Neurons
nra-3,chrX:9929662:9929812,putative_enhancer,.,Unclassified
tsp-21,chrX:9929662:9929812,putative_enhancer,.,Unclassified
nra-3,chrX:9931143:9931293,putative_enhancer,.,Ubiq
tsp-21,chrX:9931143:9931293,putative_enhancer,.,Ubiq
tsp-21,chrX:9931576:9931726,coding_promoter,.,Neurons_Muscle_Hypod
nra-3,chrX:9931576:9931726,coding_promoter,.,Neurons_Muscle_Hypod
tsp-21,chrX:9932507:9932657,coding_promoter,.,Ubiq
nra-3,chrX:9932507:9932657,coding_promoter,.,Ubiq
tsp-21,chrX:9933054:9933204,coding_promoter,.,Ubiq
nra-3,chrX:9933297:9933447,putative_enhancer,.,Unclassified
tsp-21,chrX:9933297:9933447,putative_enhancer,.,Unclassified
nra-3,chrX:9933606:9933756,putative_enhancer,.,Muscle
tsp-21,chrX:9933606:9933756,putative_enhancer,.,Muscle
nra-3,chrX:9934074:9934224,coding_promoter,.,Unclassified
nra-3,chrX:9936509:9936659,putative_enhancer,.,Unclassified
tsp-21,chrX:9936509:9936659,putative_enhancer,.,Unclassified
nra-3,chrX:9938247:9938397,coding_promoter,.,Hypod
C17G1.14,chrX:9938613:9938763,coding_promoter,.,Low
nra-3,chrX:9938613:9938763,coding_promoter,.,Low
C17G1.14,chrX:9939904:9940054,putative_enhancer,.,Unclassified
C17G1.5,chrX:9940659:9940809,coding_promoter,.,Unclassified
C17G1.5,chrX:9941513:9941663,coding_promoter,.,Ubiq-Biased
C17G1.5,chrX:9942303:9942453,putative_enhancer,.,Low
cysl-1,chrX:9954762:9954912,putative_enhancer,.,Muscle
cysl-1,chrX:9956237:9956387,putative_enhancer,.,Unclassified
cysl-1,chrX:9956665:9956815,coding_promoter,.,Neurons
cysl-1,chrX:9958169:9958319,coding_promoter,.,Soma
ZC506.1,chrX:9958675:9958825,coding_promoter,.,Ubiq-Biased
ZC506.1,chrX:9959297:9959447,putative_enhancer,.,Unclassified
pssy-1,chrX:9964822:9964972,coding_promoter,.,Unclassified
pssy-1,chrX:9965418:9965568,putative_enhancer,.,Muscle_Hypod_Intest
pssy-1,chrX:9965834:9965984,putative_enhancer,.,Hypod
F19C6.5,chrX:9985113:9985263,coding_promoter,.,Intest
.,chrX:9986509:9986659,putative_enhancer,.,Unclassified
.,chrX:9987309:9987459,putative_enhancer,.,Unclassified
.,chrX:9988164:9988314,putative_enhancer,.,Low
.,chrX:9989792:9989942,putative_enhancer,.,Neurons
grk-1,chrX:9993233:9993383,putative_enhancer,.,Unclassified
grk-1,chrX:9997078:9997228,putative_enhancer,.,Neurons
F19C6.2,chrX:9997487:9997637,coding_promoter,.,Intest
F19C6.2,chrX:9998753:9998903,putative_enhancer,.,Ubiq
grk-1,chrX:9998753:9998903,putative_enhancer,.,Ubiq
grk-1,chrX:9999250:9999400,coding_promoter,.,Neurons_Muscle
F19C6.2,chrX:9999602:9999752,coding_promoter,.,Ubiq-Biased
grk-1,chrX:9999602:9999752,coding_promoter,.,Ubiq-Biased
F19C6.2,chrX:9999793:9999943,coding_promoter,.,Ubiq-Biased
F19C6.2,chrX:10000620:10000770,coding_promoter,.,Unclassified
grk-1,chrX:10000620:10000770,coding_promoter,.,Unclassified
F19C6.2,chrX:10001159:10001309,putative_enhancer,.,Ubiq-Biased
F19C6.2,chrX:10001616:10001766,putative_enhancer,.,Low
F19C6.2,chrX:10002085:10002235,putative_enhancer,.,Unclassified
F19C6.2,chrX:10002472:10002622,putative_enhancer,.,Unclassified
F19C6.2,chrX:10002706:10002856,putative_enhancer,.,Unclassified
F19C6.2,chrX:10003662:10003812,putative_enhancer,.,Muscle
F19C6.3,chrX:10005801:10005951,putative_enhancer,.,Unclassified
F19C6.3,chrX:10006506:10006656,putative_enhancer,.,Neurons_Muscle
F19C6.3,chrX:10007016:10007166,putative_enhancer,.,Muscle
F19C6.3,chrX:10007444:10007594,putative_enhancer,.,Muscle
F19C6.3,chrX:10009022:10009172,coding_promoter,.,Neurons
F19C6.4,chrX:10017712:10017862,coding_promoter,.,Muscle
F42G10.1,chrX:10022065:10022215,coding_promoter,.,Muscle
.,chrX:10024430:10024580,putative_enhancer,.,Muscle
.,chrX:10025316:10025466,putative_enhancer,.,Unclassified
mkk-4,chrX:10026404:10026554,coding_promoter,.,Soma
mkk-4,chrX:10027847:10027997,putative_enhancer,.,Unclassified
sek-6,chrX:10031018:10031168,coding_promoter,.,Intest
ZC374.2,chrX:10046837:10046987,putative_enhancer,.,Low
ZC374.2,chrX:10047313:10047463,coding_promoter,.,Unclassified
gnrr-3,chrX:10052126:10052276,putative_enhancer,.,Unclassified
gnrr-3,chrX:10052302:10052452,putative_enhancer,.,Muscle
cbs-1,chrX:10053078:10053228,coding_promoter,.,Muscle
cbs-1,chrX:10053718:10053868,coding_promoter,.,Unclassified
cbs-1,chrX:10054023:10054173,coding_promoter,.,Unclassified
cbs-1,chrX:10054594:10054744,putative_enhancer,.,Unclassified
cbs-1,chrX:10055063:10055213,putative_enhancer,.,Muscle_Hypod
ZC373.2,chrX:10058454:10058604,coding_promoter,.,Unclassified
mlck-1,chrX:10064058:10064208,putative_enhancer,.,Muscle
mlck-1,chrX:10069860:10070010,coding_promoter,.,Low
mlck-1,chrX:10070904:10071054,putative_enhancer,.,Low
mlck-1,chrX:10071963:10072113,coding_promoter,.,Muscle
ZC373.5,chrX:10074330:10074480,coding_promoter,.,Intest
dao-4,chrX:10075038:10075188,coding_promoter,.,Unclassified
ZC373.5,chrX:10075038:10075188,coding_promoter,.,Unclassified
.,chrX:10076421:10076571,putative_enhancer,.,Unclassified
col-176,chrX:10077397:10077547,coding_promoter,.,Unclassified
.,chrX:10078795:10078945,putative_enhancer,.,Muscle
W07E11.1,chrX:10079347:10079497,coding_promoter,.,Neurons_Muscle
W07E11.1,chrX:10079922:10080072,putative_enhancer,.,Neurons_Muscle
W07E11.1,chrX:10082936:10083086,putative_enhancer,.,Unclassified
W07E11.1,chrX:10083374:10083524,coding_promoter,.,Ubiq
W07E11.1,chrX:10084079:10084229,putative_enhancer,.,Ubiq-Biased
W07E11.1,chrX:10084331:10084481,coding_promoter,.,Hypod_Intest
W07E11.1,chrX:10084745:10084895,putative_enhancer,.,Ubiq
flp-28,chrX:10088155:10088305,coding_promoter,.,Unclassified
W07E11.1,chrX:10091096:10091246,putative_enhancer,.,Unclassified
flp-2,chrX:10095256:10095406,coding_promoter,.,Unclassified
flp-2,chrX:10098289:10098439,coding_promoter,.,Neurons
unc-58,chrX:10107989:10108139,putative_enhancer,.,Neurons
unc-58,chrX:10119040:10119190,putative_enhancer,.,Unclassified
unc-58,chrX:10119525:10119675,putative_enhancer,.,Neurons
T06H11.5,chrX:10123377:10123527,putative_enhancer,.,Neurons
unc-58,chrX:10123377:10123527,putative_enhancer,.,Neurons
.,chrX:10128297:10128447,putative_enhancer,.,Unclassified
T06H11.2,chrX:10130243:10130393,putative_enhancer,.,Muscle
T06H11.t2,chrX:10132593:10132743,coding_promoter,.,Ubiq
T06H11.2,chrX:10132593:10132743,coding_promoter,.,Ubiq
moc-1,chrX:10138780:10138930,coding_promoter,.,Ubiq
oac-14,chrX:10142162:10142312,coding_promoter,.,Muscle_Intest
unc-115,chrX:10145415:10145565,coding_promoter,.,Ubiq-Biased
unc-115,chrX:10145728:10145878,putative_enhancer,.,Ubiq
unc-115,chrX:10145976:10146126,putative_enhancer,.,Neurons
unc-115,chrX:10146744:10146894,coding_promoter,.,Ubiq-Biased
unc-115,chrX:10147245:10147395,putative_enhancer,.,Soma
unc-115,chrX:10147383:10147533,putative_enhancer,.,Unclassified
unc-115,chrX:10147709:10147859,putative_enhancer,.,Ubiq-Biased
